Retailer,Title,Product,Price,Available,SKU,Website
agjeans,Saige,HIGH-RISE STRAIGHT,"19,900.00","['28', '29', '30', '31', '32']",PSI185513YCET,https://www.agjeans.com/prima-ankle-PSI185513YCET.html
agjeans,Farrah Skinny Ankle,HIGH-RISE SKINNY,"22,400.00","['23', '31']",RAS1662RHATTC,https://www.agjeans.com/jodi-crop-RAS1662RHATTC.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"19,900.00",['M'],EMP4087BBLL,https://www.agjeans.com/robyn-jacket-EMP4087BBLL.html
agjeans,Mari,CORDUROY HIGH-RISE SLIM STRAIGHT,"19,900.00","['23', '24', '31', '32']",DSD1B75VNAWHT,https://www.agjeans.com/alexxis-boot-DSD1B75VNAWHT.html
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"19,900.00","['24', '29', '30', '31', '32']",DSD1714VN01YCIW,https://www.agjeans.com/hailey-cut-off-short-DSD1714VN01YCIW.html
agjeans,Alexxis Slim,VINTAGE SLIM,"21,400.00","['23', '24', '25', '26', '27', '28', '29', '30']",BKS1D19RHDIVN,https://www.agjeans.com/tomas-x-short-BKS1D19RHDIVN.html
agjeans,Prima Ankle,CIGARETTE ANKLE,"20,900.00","['23', '24', '25', '26', '27', '30', '31', '32']",SGD1A98HOSH,https://www.agjeans.com/knoxx-SGD1A98HOSH.html
agjeans,Haruko Skirt,VINTAGE A- LINE SKIRT,"19,700.00","['23', '29']",DSDB1B64RMMURU,https://www.agjeans.com/deven-DSDB1B64RMMURU.html
agjeans,Mari,CORDUROY HIGH-RISE SLIM STRAIGHT,"22,400.00","['23', '26', '27', '31']",HRD1D17RHHDLR,https://www.agjeans.com/alexxis-HRD1D17RHHDLR.html
agjeans,Alexxis,VINTAGE STRAIGHT,"19,900.00","['31', '32']",EMP1434BBLL,https://www.agjeans.com/prima-EMP1434BBLL.html
agjeans,Alexxis,VINTAGE STRAIGHT,"23,400.00","['30', '31', '32']",LED175320YLAM,https://www.agjeans.com/isabelle-LED175320YLAM.html
agjeans,Clove,RELAXED VINTAGE STRAIGHT,"23,400.00","['23', '26']",VBS1B75RHSANC,https://www.agjeans.com/alexxis-boot-VBS1B75RHSANC.html
agjeans,Farrah Skinny Ankle,HIGH-RISE SKINNY,"22,400.00","['29', '30', '31']",HRD1A98ATMO,https://www.agjeans.com/knoxx-HRD1A98ATMO.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"22,400.00",['32'],LED157508YCUU,https://www.agjeans.com/ex-boyfriend-slim-LED157508YCUU.html
agjeans,Alexxis Slim,VINTAGE SLIM,"21,400.00","['23', '31']",RAS1A48MITO,https://www.agjeans.com/mari-crop-RAS1A48MITO.html
agjeans,Alexxis,VINTAGE STRAIGHT,"24,400.00","['30', '31', '32']",STS1753RDWY,https://www.agjeans.com/isabelle-STS1753RDWY.html
agjeans,Prima,CIGARETTE LEG,"19,900.00",['32'],EMP1A4804YENC,https://www.agjeans.com/mari-crop-EMP1A4804YENC.html
agjeans,Prima Ankle,CIGARETTE ANKLE,"19,900.00",['24'],LGN1B64RMJSDC,https://www.agjeans.com/deven-LGN1B64RMJSDC.html
agjeans,Alexxis,VINTAGE STRAIGHT,"20,900.00",['23'],VBS1B76SANC,https://www.agjeans.com/alexxis-slim-VBS1B76SANC.html
agjeans,Prima,CIGARETTE LEG,"20,900.00",['L'],RLS4087DESI,https://www.agjeans.com/robyn-jacket-RLS4087DESI.html
agjeans,Kinsley,HIGH-RISE FLARED CROP,"19,900.00",['23'],HSI143405YOXN,https://www.agjeans.com/prima-HSI143405YOXN.html
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"19,900.00","['25', '32']",EMP1875BBLL,https://www.agjeans.com/mari-EMP1875BBLL.html
agjeans,Alexxis Slim,VINTAGE SLIM,"19,900.00",['23'],RAS177710YALI,https://www.agjeans.com/farrah-skinny-ankle-RAS177710YALI.html
agjeans,Clove,RELAXED VINTAGE STRAIGHT,"21,400.00",0,0,0
agjeans,Alexxis,VINTAGE STRAIGHT,"21,400.00",0,0,0
agjeans,Alexxis Slim,VINTAGE SLIM,"22,400.00",0,0,0
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"19,900.00",0,0,0
agjeans,Ezzra,TRUE BOYFRIEND,"21,900.00",0,0,0
agjeans,Deven,HIGH-RISE ULTRA WIDE LEG,"23,400.00",0,0,0
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"24,400.00",0,0,0
agjeans,Prima Crop,CIGARETTE LEG,"22,400.00",0,0,0
agjeans,Saige,HIGH-RISE STRAIGHT,"21,400.00",0,0,0
