Retailer,Title,Product,Price,SKU,Website
agjeans,Deven,HIGH-RISE ULTRA WIDE LEG,"₹23,300.00",LOS1389FXGV,/legging-ankle-LOS1389FXGV.html
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"₹19,800.00",STS4512RDWY,/evonne-trucker-jacket-STS4512RDWY.html
agjeans,Prima Crop,CIGARETTE LEG,"₹22,300.00",VBS1979SANC,/alexxis-VBS1979SANC.html
agjeans,Saige,HIGH-RISE STRAIGHT,"₹21,300.00",EMP143405YGRS,/prima-EMP143405YGRS.html
agjeans,Alexxis Boot,VINTAGE BOOT,"₹22,300.00",HAS1B80SBA,/renn-utility-HAS1B80SBA.html
agjeans,Legging Ankle,SUPER SKINNY ANKLE,"₹22,300.00",HSI187505YOXN,/mari-HSI187505YOXN.html
agjeans,Mari Crop,HIGH-RISE SLIM STRAIGHT,"₹20,800.00",VBS1B11RH18YPOL,/alexxis-short-VBS1B11RH18YPOL.html
agjeans,Nikki Short,RELAXED SKINNY SHORT,"₹16,700.00",PSI1389OPUB,/legging-ankle-PSI1389OPUB.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹22,800.00",VBS1B7610YELL,/alexxis-slim-VBS1B7610YELL.html
agjeans,Farrah Skinny Ankle,HIGH-RISE SKINNY,"₹22,300.00",LCN1379PLLN,/farrah-skinny-LCN1379PLLN.html
agjeans,Mari,HIGH-RISE SLIM STRAIGHT,"₹21,300.00",EMP187515YMUL,/mari-EMP187515YMUL.html
agjeans,Saige,HIGH-RISE STRAIGHT,"₹21,300.00",EMP1A91BAVE,/darted-mari-EMP1A91BAVE.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹22,300.00",HSI143417YVUR,/prima-HSI143417YVUR.html
agjeans,Sloane Short,VINTAGE BOYFRIEND SHORT,"₹17,700.00",HYI157511YVLO,/ex-boyfriend-slim-HYI157511YVLO.html
agjeans,Ezzra,TRUE BOYFRIEND,"₹22,300.00",PSI138913YCET,/legging-ankle-PSI138913YCET.html
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"₹19,800.00",SSW1B76LQDWLN,/alexxis-slim-SSW1B76LQDWLN.html
agjeans,Mari,CORDUROY HIGH-RISE SLIM STRAIGHT,"₹21,300.00",LBK1A9802YOUT,/knoxx-LBK1A9802YOUT.html
agjeans,Farrah Skinny Ankle,HIGH-RISE SKINNY,"₹22,300.00",LGN1B11EX24YALT,/alexxis-short-LGN1B11EX24YALT.html
agjeans,Saige,HIGH-RISE STRAIGHT,"₹19,800.00",EMP143422YYLL,/prima-EMP143422YYLL.html
agjeans,Mari,CORDUROY HIGH-RISE SLIM STRAIGHT,"₹19,800.00",SGD1B76HOSH,/alexxis-slim-SGD1B76HOSH.html
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"₹19,800.00",HRD1B11SPTFMARD,/alexxis-short-HRD1B11SPTFMARD.html
agjeans,Haruko Skirt,VINTAGE A- LINE SKIRT,"₹19,600.00",GAU1C14EH18YPCH,/clove-GAU1C14EH18YPCH.html
agjeans,Alexxis Slim,VINTAGE SLIM,"₹21,300.00",VBS157518YPOL,/ex-boyfriend-slim-VBS157518YPOL.html
agjeans,Alexxis Slim,VINTAGE SLIM,"₹21,300.00",RAS1434ATTC,/prima-RAS1434ATTC.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹22,300.00",VBS1B75LL23YFCE,/alexxis-boot-VBS1B75LL23YFCE.html
agjeans,Farrah Skinny Ankle,HIGH-RISE SKINNY,"₹22,300.00",SGD1979LM21YWSS,/alexxis-SGD1979LM21YWSS.html
agjeans,Alexxis,VINTAGE STRAIGHT,"₹24,300.00",LED1714VNSRAM,/hailey-cut-off-short-LED1714VNSRAM.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹19,800.00",LCN1B32INSP,/farrah-ankle-seamless-LCN1B32INSP.html
agjeans,Clove,RELAXED VINTAGE STRAIGHT,"₹23,300.00",RLS1389BT27YCXT,/legging-ankle-RLS1389BT27YCXT.html
agjeans,Alexxis Slim,VINTAGE SLIM,"₹19,800.00",RAS177707YCOV,/farrah-skinny-ankle-RAS177707YCOV.html
agjeans,Clove,RELAXED VINTAGE STRAIGHT,"₹21,300.00",TVN1434BRNX,/prima-TVN1434BRNX.html
agjeans,Alexxis,VINTAGE STRAIGHT,"₹21,300.00",RAS1777STAF,/farrah-skinny-ankle-RAS1777STAF.html
agjeans,Alexxis Slim,VINTAGE SLIM,"₹22,300.00",EMP1855PAZA,/prima-ankle-EMP1855PAZA.html
agjeans,Ezzra,TRUE BOYFRIEND,"₹21,800.00",EMP177718YPDE,/farrah-skinny-ankle-EMP177718YPDE.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹24,300.00",EMP175318YPDE,/isabelle-EMP175318YPDE.html
agjeans,Deven,HIGH-RISE ULTRA WIDE LEG,"₹23,300.00",HZI1613RXBY,/caden-HZI1613RXBY.html
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"₹19,800.00",STS1979RDWY,/alexxis-STS1979RDWY.html
agjeans,Prima Crop,CIGARETTE LEG,"₹22,300.00",SGD1B74SHRM,/alexxis-slim-SGD1B74SHRM.html
agjeans,Saige,HIGH-RISE STRAIGHT,"₹21,300.00",BKS1979SHAB,/alexxis-BKS1979SHAB.html
agjeans,Alexxis Boot,VINTAGE BOOT,"₹22,300.00",BKS1979CHAB,/alexxis-BKS1979CHAB.html
agjeans,Legging Ankle,SUPER SKINNY ANKLE,"₹22,300.00",VSL1B91SBA,/nova-jogger-short-VSL1B91SBA.html
agjeans,Mari Crop,HIGH-RISE SLIM STRAIGHT,"₹20,800.00",RAS143407YCOV,/prima-RAS143407YCOV.html
agjeans,Nikki Short,RELAXED SKINNY SHORT,"₹16,700.00",EMP137913YWEM,/farrah-skinny-EMP137913YWEM.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹22,800.00",NBD1B11SPAWDT,/alexxis-short-NBD1B11SPAWDT.html
agjeans,Farrah Skinny Ankle,HIGH-RISE SKINNY,"₹22,300.00",NBD1B11JTBWHE,/alexxis-short-NBD1B11JTBWHE.html
agjeans,Mari,HIGH-RISE SLIM STRAIGHT,"₹21,300.00",VBS4518HIGT,/darted-arkadia-jacket-VBS4518HIGT.html
agjeans,Saige,HIGH-RISE STRAIGHT,"₹21,300.00",EMP1875RMON,/mari-EMP1875RMON.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹22,300.00",SGD1B64RMRPBC,/deven-SGD1B64RMRPBC.html
agjeans,Sloane Short,VINTAGE BOYFRIEND SHORT,"₹17,700.00",EMP1A4819YSYW,/mari-crop-EMP1A4819YSYW.html
agjeans,Ezzra,TRUE BOYFRIEND,"₹22,300.00",SGD1A98CH08YFEV,/knoxx-SGD1A98CH08YFEV.html
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"₹19,800.00",DSD1604FH01YTWT,/nikki-short-DSD1604FH01YTWT.html
agjeans,Mari,CORDUROY HIGH-RISE SLIM STRAIGHT,"₹21,300.00",EMP138916YCPD,/legging-ankle-EMP138916YCPD.html
agjeans,Farrah Skinny Ankle,HIGH-RISE SKINNY,"₹22,300.00",DSD1979RHEPLTST,/alexxis-DSD1979RHEPLTST.html
agjeans,Saige,HIGH-RISE STRAIGHT,"₹19,800.00",EMP1B33BBLL,/mari-extended-EMP1B33BBLL.html
agjeans,Mari,CORDUROY HIGH-RISE SLIM STRAIGHT,"₹19,800.00",SST195802YKYO,/phoebe-extended-SST195802YKYO.html
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"₹19,800.00",EMP187518YPDE,/mari-EMP187518YPDE.html
agjeans,Haruko Skirt,VINTAGE A- LINE SKIRT,"₹19,600.00",EMP1729LH10YCLE,/mila-EMP1729LH10YCLE.html
agjeans,Alexxis Slim,VINTAGE SLIM,"₹21,300.00",VBS197910YELL,/alexxis-VBS197910YELL.html
agjeans,Alexxis Slim,VINTAGE SLIM,"₹21,300.00",NBD1979PWRNTMT,/alexxis-NBD1979PWRNTMT.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹22,300.00",STS1575RDWY,/ex-boyfriend-slim-STS1575RDWY.html
agjeans,Farrah Skinny Ankle,HIGH-RISE SKINNY,"₹22,300.00",EMP1777LH10YCLE,/farrah-skinny-ankle-EMP1777LH10YCLE.html
agjeans,Alexxis,VINTAGE STRAIGHT,"₹24,300.00",DSDB1B76BBRD,/alexxis-slim-DSDB1B76BBRD.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹19,800.00",VBS1B53ATHS,/renn-extended-VBS1B53ATHS.html
agjeans,Clove,RELAXED VINTAGE STRAIGHT,"₹23,300.00",EMP155726YBCS,/prima-crop-EMP155726YBCS.html
agjeans,Alexxis Slim,VINTAGE SLIM,"₹19,800.00",SGD4540HOSH,/kendrix-jacket-SGD4540HOSH.html
agjeans,Clove,RELAXED VINTAGE STRAIGHT,"₹21,300.00",LGN4529JSDC,/chelsea-jacket-LGN4529JSDC.html
agjeans,Alexxis,VINTAGE STRAIGHT,"₹21,300.00",DSDN4526EBCABM,/mirah-cropped-trucker-jacket-DSDN4526EBCABM.html
agjeans,Alexxis Slim,VINTAGE SLIM,"₹22,300.00",DSDN4471TYMAID,/mirah-cropped-trucker-jacket-DSDN4471TYMAID.html
agjeans,Ezzra,TRUE BOYFRIEND,"₹21,800.00",HAS4509CYSO,/mirah-fatigue-HAS4509CYSO.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹24,300.00",HAS6233SBA,/ryleigh-jumpsuit-HAS6233SBA.html
agjeans,Deven,HIGH-RISE ULTRA WIDE LEG,"₹23,300.00",EMP1434CSCR,/prima-EMP1434CSCR.html
agjeans,Farrah Skinny,HIGH-RISE SKINNY,"₹19,800.00",EMP1875TE10YBWY,/mari-EMP1875TE10YBWY.html
agjeans,Prima Crop,CIGARETTE LEG,"₹22,300.00",PSI143407YBNS,/prima-PSI143407YBNS.html
agjeans,Saige,HIGH-RISE STRAIGHT,"₹21,300.00",VBS179718YPOL,/rhett-VBS179718YPOL.html
agjeans,Alexxis Boot,VINTAGE BOOT,"₹22,300.00",NBD4471PWRNTMT,/mirah-jacket-NBD4471PWRNTMT.html
agjeans,Legging Ankle,SUPER SKINNY ANKLE,"₹22,300.00",RAS1B33MITO,/mari-extended-RAS1B33MITO.html
agjeans,Mari Crop,HIGH-RISE SLIM STRAIGHT,"₹20,800.00",VBS1979ATHS,/alexxis-VBS1979ATHS.html
agjeans,Nikki Short,RELAXED SKINNY SHORT,"₹16,700.00",CHD1979JTMETO,/alexxis-CHD1979JTMETO.html
agjeans,Ex-Boyfriend Slim,SLOUCHY SLIM,"₹22,800.00",LGN4545JSDC,/jemma-jacket-LGN4545JSDC.html
agjeans,Farrah Skinny Ankle,HIGH-RISE SKINNY,"₹22,300.00",DSDN1986RHTYMAID,/alexxis-crop-DSDN1986RHTYMAID.html
